PSA_Id,Domain,English,Kiswahili,Dholuo,Somali,Class,Source
11,Education,"15,000 full secondary scholarships for arid counties – apply before Nov 30 via county office!","Ufadhili kamili wa masomo 15,000 wa sekondari kwa kaunti kame ...","15,000 mar basaris mag sekondari ma opong'o ne counties ma onge pi, kwa kapok Novemba 30 ochopo kokalo kuom ofis mar county!","15,000 oo deeq waxbarasho oo dhameystiran oo loogu talagalay degmooyinka qalalan ayaa la dalban karaa 30-ka Nofeembar iyada oo loo marayo xafiiska degmada!",PSA,original_baseline_dataset
12,Education,"2,000 new mental health counselors deployed to secondary schools – book today!","Washauri wapya 2,000 wa afya ya akili waliotumwa katika shule za upili ""weka nafasi leo!""","Jochiw-parogo manyien 2,000 ma ne oor e skunde sekondar, ondikgi kawuono!","2,000 oo lataliye cusub oo caafimaadka dhimirka ah ayaa maanta loo adeegsaday dugsiyada sare.",PSA,original_baseline_dataset
13,Education,"2,014 permanent and pensionable posts for secondary school teachers.","Nafasi 2,014 za kudumu na za kustaafu kwa walimu wa shule za upili.","2,014 ma nyaka chieng' kendo ma nyalo yudo pension ne jopuonj mag skul sekondar.","2,014 shaqooyin joogto ah iyo hawlgabka ah oo loogu talagalay macalimiinta dugsiga sare.",PSA,original_baseline_dataset
14,Education,200 Stipendium Hungaricum scholarships open for Kenyan undergraduate students.,Ufadhili wa masomo 200 wa Stipendium Hungaricum umefunguliwa kwa wanafunzi wa shahada ya kwanza wa Kenya.,Scholarships 200 mag Stipendium Hungaricum oseyawore ne jopuonjre mag Kenya.,200 Stipendium Hungaricum deeq waxbarasho oo u furan ardayda dugsiga hoose ee Kenya.,PSA,original_baseline_dataset
15,Education,"3,000 new special needs teachers deployed – your child gets support from Jan!","Walimu wapya 3,000 wenye mahitaji maalum waliotumwa ""mtoto wako anapata usaidizi kutoka Jan!","Jopuonj manyien 3,000 ma nigi dwaro makende ne oket e skul. Nyathni yudo kony kowuok kuom Jan!","3,000 oo macallimiin cusub oo baahiyo gaar ah leh ayaa loo adeegsaday. Ilmahaagu wuxuu ka helayaa taageero Jan!",PSA,original_baseline_dataset
16,Education,500 schools get free counseling rooms – book session with your principal!,Shule 500 zinapata vyumba vya ushauri nasaha bila malipo na kuweka miadi na mkuu wa shule!,Skunde 500 yudo ute mag konyruok maonge chudo. Dhi ir japuonj maduong' mondo okonyi!,"500 dugsi ayaa helaya qolal la talin oo lacag la'aan ah, kalfadhiga buugaagta ee macalinkaaga!",PSA,original_baseline_dataset
17,Education,Access education! Enroll pastoralist children in mobile schools.,Pata elimu! Waandikishe watoto wafugaji katika shule zinazohamishika.,Bed gi thuolo mar puonjruok! Ket nyithindo ma jokwath obed e skunde mag wuoth.,Waxbarashada helitaanka! Carruurta adhijirka ah ku qor dugsiyada dhaqdhaqaaqa.,PSA,original_baseline_dataset
18,Education,Access EduTV via Kenya Education Cloud daily.,Fikia EduTV kupitia Kenya Education Cloud kila siku.,Yud EduTV kokalo kuom Kenya Education Cloud pile.,Helitaanka EduTV iyada oo loo marayo Kenya Education Cloud maalin kasta.,PSA,original_baseline_dataset
19,Education,Access EduTV via Kenya Education Cloud.,Fikia EduTV kupitia Wingu la Elimu la Kenya.,Yud EduTV kokalo kuom Kenya Education Cloud.,Helitaanka EduTV adoo adeegsanaya Kenya Education Cloud.,PSA,original_baseline_dataset
20,Education,Access free resources! Distribute free textbooks to rural schools.,Pata rasilimali za bure! Sambaza vitabu vya kiada vya bure kwa shule za vijijini.,Yudo gik ma itiyogo ma nono! Pogi buge mag somo ma nono ne skul mag gwenge.,Helitaanka kheyraadka bilaashka ah! Buugaag waxbarasho oo bilaash ah u qaybi dugsiyada miyiga.,PSA,original_baseline_dataset
21,Education,Access KPSEA results from December 1 via school portal.,Pata matokeo ya KPSEA kuanzia Desemba 1 kupitia lango la shule.,Inyalo yudo duoko mag KPSEA chakre Desemba 1 kokalo kuom portal mar skul.,Helitaanka natiijooyinka KPSEA laga bilaabo 1da Diseembar iyada oo loo marayo bogga dugsiga.,PSA,original_baseline_dataset
22,Education,"Access KPSEA results via school portal from December 1, 2025.","Fikia matokeo ya KPSEA kupitia lango la shule kuanzia Desemba 1, 2025.",Yudo duoko mag KPSEA kokalo kuom mbui mar skul chakre tarik 1 dwe mar apar gi ariyo higa mar 2025.,"Helitaanka natiijooyinka KPSEA iyada oo loo marayo bogga dugsiga laga bilaabo Diseembar 1, 2025.",PSA,original_baseline_dataset
23,Education,Access results from Dec 1 via portal.,Fikia matokeo kuanzia Desemba 1 kupitia lango.,Yudo duoko chakre tarik 1 dwe mar apar gi ariyo kokalo kuom mbui.,Natiijada helitaanka laga bilaabo 1-da Diseembar iyada oo loo marayo bogga.,PSA,original_baseline_dataset
24,Education,Access results via school portal from December 1.,Pata matokeo kupitia lango la shule kuanzia Desemba 1.,Yudo duoko kokalo kuom mbui mar skul chakre tarik 1 dwe mar apar gi ariyo.,Natiijooyinka helitaanka bogga dugsiga laga bilaabo 1-da Diseembar.,PSA,original_baseline_dataset
25,Education,Accessible legal text for learners and public,Maandishi ya kisheria yanayopatikana kwa urahisi kwa wanafunzi na umma,Ndiko mag chik manyalo yudore ne jopuonjre kod oganda,Qoraalka sharciga ah ee loo heli karo ardayda iyo dadweynaha,PSA,original_baseline_dataset
26,Education,"Act now! Communities, prevent FGM to protect girls.","Chukua hatua sasa! Jamii, zuia ukeketaji ili kuwalinda wasichana.","Kaw okang' sani! jodak duto, geng'uru nyang'e mar joma nyiri mondo uritgi.","Bulshooyinka, ka hortagga FGM si aad u ilaaliso gabdhaha.",PSA,original_baseline_dataset
27,Education,Adult education centers reopen January 13 – register free at any public primary school.,Vituo vya elimu ya watu wazima vitafunguliwa tena Januari 13 jiandikishe bure katika shule yoyote ya msingi ya umma.,Skunde mag joma dongo chako tiyo kendo Januar 13. Inyalo donjo maonge chudo e skul moro amora mar piny mar praimari.,Xarumaha waxbarashada dadka waaweyn ayaa dib u furmaya 13-ka Janaayo si bilaash ah loogu diiwaangeliyo dugsiyada hoose ee dowladda.,PSA,original_baseline_dataset
28,Education,Adult literacy classes resume Jan 13 – register free at chief's office now!,Madarasa ya kusoma na kuandika ya watu wazima yataanza tena Januari 13 jiandikishe bure katika ofisi ya mkuu wa shule sasa!,Puonjruok ndiko gi ndiko mar joma dongo dhi nyime Januar 13 donj e ofis maduong' maonge chudo!,Fasalka akhriska dadka waaweyn wuxuu bilaabmayaa 13-ka Janaayo. Isdiiwaangelinta waa lacag la'aan xafiiska madaxa hadda!,PSA,original_baseline_dataset
29,Education,All belong! Enroll refugee children in schools today.,Wote ni wa lazima! Waandikishe watoto wakimbizi shuleni leo.,Giduto gin magwa! Ndik nyithindo moringo thuchegi e skundegi kawuono.,"Dhammaantood waa kuwo iska leh, caruurta qaxootiga ah maanta iskuulada ku qor.",PSA,original_baseline_dataset
30,Education,"All boarding schools must conduct safety audit by September 30, 2025.","Shule zote za bweni lazima zifanye ukaguzi wa usalama ifikapo Septemba 30, 2025.","Skunde duto ma nigi kar nindo nyaka tim nonro mar ritruok kapok Septemba 30, 2025.",Dhammaan iskuulada joogtada ah waa inay sameeyaan tijaabooyinka badbaadada 30-ka Sebtember 2025.,PSA,original_baseline_dataset
31,Education,All boarding schools must install fire alarms + sprinklers by Jan 6 – CS orders!,Shule zote za bweni lazima ziweke kengele za moto + vinyunyizio ifikapo Januari 6 - maagizo ya CS!,Skunde duto ma nigi boarding nyaka ti gi gik makwedo mach kod gik ma thiro pi kapok ochopo tarik 6 Januar kaluwore gi chike mag CS!,Dhammaan dugsiyada xanaanada ah waa in ay rakibtaan digniino dab-damis ah + waraabiyeyaal marka la gaaro 6-da Janaayo amarka CS!,PSA,original_baseline_dataset
32,Education,All can learn! Use braille and ramps for disabled students.,Wote wanaweza kujifunza! Tumia braille na ramps kwa wanafunzi walemavu.,Ji duto nyalo puonjore! Ti gi Braille kod kuonde ma nyithindo nyalo kaloe.,Dhammaantood way baran karaan! Isticmaal qoraalka Braille-ka iyo roogaha loogu talagalay ardayda naafada ah.,PSA,original_baseline_dataset
33,Education,All dormitories must have emergency exits – inspection starts Dec 1!,Bwenzi wote lazima wawe na njia za dharura za kutokea - ukaguzi unaanza Desemba 1!,Od nindo duto nyaka bed gi dhoudi mag geng'o masira chakre Desemba 1!,Dhammaan qolka hoyga waa in ay leeyihiin albaabada degdegga ah. Kormeerka wuxuu bilaabmayaa 1-da Diseembar!,PSA,original_baseline_dataset
34,Education,All Form 3 students must register as voters this week – no excuses!,Wanafunzi wote wa kidato cha 3 lazima wajiandikishe kama wapiga kura wiki hii - hakuna visingizio!,Jopuonjre duto mag Form 3 nyaka ndik nyingegi e list mar joma biro yiero e juma ma kawuononi onge ng'at ma biro ng'wononegi!,Dhamaan ardayda fasalka 3aad waa in ay isdiiwaangaliyaan sida codbixiyayaasha todobaadkan.,PSA,original_baseline_dataset
35,Education,All Form Four students must register as voters before leaving school – IEBC directive.,Wanafunzi wote wa kidato cha nne lazima wajiandikishe kama wapiga kura kabla ya kuondoka shuleni - maagizo ya IEBC.,Jopuonjre duto mag klas ang'wen nyaka ndik nyinggi e list mar joma biro yiero kapok giwuok e skul kaluwore gi chik mar IEBC.,Dhammaan ardayda fasalka afraad waa in ay iska diiwaangeliyaan codbixiyayaasha ka hor inta aysan ka bixin dugsiga.,PSA,original_baseline_dataset
36,Education,All Grade 6 learners automatically placed in junior secondary – no exam needed.,"Wanafunzi wote wa Darasa la 6 huwekwa kiotomatiki katika shule ya upili ya junior ""hakuna mtihani unaohitajika.""",Jopuonjre duto mag klas mar auchiel ne iketo e sekondari mar sekondari maonge penj madwarore.,Dhamaan ardayda fasalka 6aad waxaa si toos ah loogu dhigaa dugsiga dhexe ee hoose iyada oo aan loo baahnayn imtixaan.,PSA,original_baseline_dataset
37,Education,All public university students to get free data bundles for e-learning – Safaricom partners.,"Wanafunzi wote wa vyuo vikuu vya umma watapata vifurushi vya data bila malipo kwa ajili ya kujifunza mtandaoni ""Washirika wa Safaricom.""",Jopuonjre duto mag yunivasiti mag sirkal mondo oyud data maonge chudo mar e-puonjruok ma jo Safaricom timo.,Dhammaan ardayda jaamacadaha dadweynaha si ay u helaan xogta lacag la'aanta ah ee loogu talagalay barashada elektaroonigga ah waa wada-hawlgalayaasha Safaricom.,PSA,original_baseline_dataset
38,Education,All refugee children in Kenya to join public schools from January – no fees.,"Watoto wote wakimbizi nchini Kenya watajiunga na shule za umma kuanzia Januari ""hakuna ada.""",Nyithindo duto moringo thuchegi e Kenya mondo odonj e skunde mag sirkal chakre Januar maonge chudo.,Dhamaan caruurta qaxootiga ah ee Kenya si ay u galaan dugsiyada dadweynaha laga bilaabo Janaayo waa lacag la'aan.,PSA,original_baseline_dataset
39,Education,All registered candidates must appear in the attendance register.,Watahiniwa wote waliosajiliwa lazima waonekane kwenye rejista ya mahudhurio.,Jogo duto mosedonjo e skundno nyaka ndik nyingegi e kalatas manyiso kwan mar joma osedhi e skundno.,Dhamaan musharixiinta diiwaangashan waa inay ka muuqdaan diiwaanka ka qaybgalka.,PSA,original_baseline_dataset
40,Education,All schools get Ksh 10M for ICT upgrade – principal must apply by Nov 30!,"Shule zote zitapokea Ksh 10M kwa ajili ya kuboresha ICT ""Mkuu wa shule lazima aombe ifikapo Novemba 30!",Skunde duto yudo Ksh 10M mar medo lony e yore mag ICT.,Dhamaan dugsiyada hela Ksh 10M ee kor u qaadista ICT waa in ay codsadaan 30 November!,PSA,original_baseline_dataset
41,Education,All schools get Ksh 15M for library upgrade – apply before Dec 15!,Shule zote zinapata Ksh 15M kwa ajili ya uboreshaji wa maktaba ... Shule zote zinaweka CCTV + kuajiri walinzi ifikapo Desemba 31 – Maagizo ya Wizara au kufungwa kwa uso!,"Skunde duto yudo Ksh 15M mar medo kuonde somo e laibrari, timuru kamano kapok Desemba 15 ochopo!",Dugsiyada oo dhami waxay helayaan Ksh 15M si ay u cusbooneysiiyaan maktabadda. Codso ka hor 15-ka Diseembar!,PSA,original_baseline_dataset
42,Education,All schools get Ksh 2M digital lab grant – principal must apply by Friday.,Shule zote zapata ruzuku ya maabara ya kidijitali ya Ksh 2M – mkuu wa shule lazima aombe ifikapo Ijumaa.,Skunde duto biro yudo Ksh 2M mar kony mar lab dijitol.,Dhammaan dugsiyada helitaanka deeqaha Ksh 2M digital lab waa in ay codsadaan ilaa Jimcaha.,PSA,original_baseline_dataset
43,Education,All schools get Ksh 5M for perimeter wall + gate – works start Jan!,Shule zote zapata Ksh 5M kwa ajili ya ukuta wa mzunguko + lango – kazi zinaanza Januari!,Skunde duto yudo Ksh 5M mar gero ohinga kod rangach chakre Jan!,Dugsiyada oo dhami waxay helayaan Ksh 5M darbiga xuduudda + iridda. Shaqooyinka ayaa bilaabanaya Jan!,PSA,original_baseline_dataset
44,Education,All schools get Ksh 5M for science lab upgrade – apply before Dec 5!,Shule zote zapata Ksh 5M kwa ajili ya uboreshaji wa maabara ya sayansi – tuma maombi kabla ya Desemba 5!,Skunde duto yudo Ksh 5M mar medo lony mar lab mar sayans. Tiuru kapok Desemba 5!,Dugsiyada oo dhami waxay helayaan Ksh 5M si ay u cusbooneysiiyaan shaybaarka sayniska waxay codsan karaan ka hor 5-ta Diseembar!,PSA,original_baseline_dataset
45,Education,All schools install CCTV + hire guards by Dec 31 – Ministry directive or face closure!,Shule zote zaweka CCTV + kuajiri walinzi ifikapo Desemba 31 – Maagizo ya Wizara au tutalazimika kufungwa!,"Skunde duto onego oket kamera mag CCTV + kendo gikaw jorit e kind Desemba 31 kaluwore gi chik mar Migawo mar somo, ka ok kamano to ibiro loro skundegi!",Dugsiyada oo dhami waxay rakibayaan CCTV + waxay shaqaaleysiiyaan ilaalada 31-ka Diseembar marka laga reebo tilmaamaha Wasaaradda ama waa la xiraa!,PSA,original_baseline_dataset
46,Education,All schools must conduct fire drill before Dec 20 – no excuses!,"Shule zote lazima zifanye mazoezi ya kuzima moto kabla ya Desemba 20 ""hakuna visingizio!"" Hakuna visingizio!",Skunde duto nyaka tim ikruok ne masira mar mach kapok Desemba 20 ochopo.,Dugsiyada oo dhan waa inay qabtaan tababarka dab-damiska ka hor 20-ka Diseembar.,PSA,original_baseline_dataset
47,Education,All schools must have functional GBV reporting desk – inspection starts Dec 1!,"Shule zote lazima ziwe na dawati linalofanya kazi la kuripoti GBV ""ukaguzi unaanza Desemba 1!",Skunde duto nyaka bed gi kuonde ma ji nyalo ndikoe weche mag timbe gero mag nindruok chakre Desemba 1!,Dugsiyada oo dhan waa in ay lahaadaan xafiis shaqo oo warbixinta GBV ah. Kormeerka wuxuu bilaabmayaa 1-da Diseembar!,PSA,original_baseline_dataset
48,Education,All schools must screen for TB before reopening – free testing starts Monday!,"Shule zote lazima zichunguzwe kwa TB kabla ya kufungua tena ""upimaji wa bure"" unaanza Jumatatu!",Skunde duto nyaka tim nonro mar TB kapok ochak timo nonro maonge chudo chakre Tich Ariyo!,Dugsiyada oo dhan waa in ay baaritaan ku sameeyaan cudurka TB ka hor inta aysan dib u furmin baaritaanka bilaashka ah wuxuu bilaabmayaa Isniinta!,PSA,original_baseline_dataset
49,Education,All teachers get free medical cover upgrade – NHIF to full package Jan 1!,"Walimu wote wanapata uboreshaji wa bima ya matibabu bila malipo ""NHIF"" hadi kifurushi kamili Januari 1!",Jopuonje duto yudo thieth maonge chudo NHIF biro medore e paket duto Jan 1!,Macalimiinta oo dhan waxay helayaan lacag la'aan kor u qaadista caymiska caafimaad ee NHIF ilaa xirmada buuxda Janaayo 1!,PSA,original_baseline_dataset
50,Education,All TTC students must complete civic education module before graduation – KICD directive.,"Wanafunzi wote wa TTC lazima wamalize moduli ya elimu ya uraia kabla ya kuhitimu ""agizo la KICD"".",Jopuonjre duto mag TTC nyaka tiek somo mar somo mar dak mar oganda kapok gi tieko tiegruok.,Dhamaan ardayda TTC waa inay dhammeeyaan koorsada waxbarashada rayidka ah ka hor inta aysan qalinjabin tilmaamaha KICD.,PSA,original_baseline_dataset
51,Education,All TVET graduates guaranteed 6-month paid internship from January 2026.,Wahitimu wote wa TVET wamehakikishiwa mafunzo ya muda ya miezi 6 yanayolipiwa kuanzia Januari 2026.,Jopuonjre duto ma osetieko tiegruok e weche mag tiegruok kod tiegruok e yore mag teknoloji biro yudo chudo mar dweche auchiel mar internship kochakore Januar 2026.,Dhammaan shahaadada ka qalin jabisay TVET waxay dammaanad qaadeen 6-bilood oo shahaadooyin mushahar leh laga bilaabo Janaayo 2026.,PSA,original_baseline_dataset
52,Education,"All TVET students get Ksh 10,000 monthly stipend + free laptop from Jan!","Wanafunzi wote wa TVET wanapata posho ya Ksh 10,000 ya kila mwezi + kompyuta mpakato bila malipo kuanzia Januari!","Jopuonjre duto mag TVET yudo Ksh 10,000 dwe ka dwe + laptop ma onge chudo koa kuom Jan!","Dhamaan ardayda TVET waxay ka helayaan Ksh 10,000 oo mushahar bille ah + laptop bilaash ah Jan!",PSA,original_baseline_dataset
53,Education,"All TVET students get Ksh 8,000 monthly stipend from January – confirm admission first!","Wanafunzi wote wa TVET wanapata posho ya kila mwezi ya Ksh 8,000 kuanzia Januari thibitisha kwanza kujiunga!","Jopuonjre duto mag TVET yudo Ksh 8,000 dwe ka dwe chakre Januar yie mondo orwaki mokwongo!","Dhamaan ardayda TVET waxay helayaan Ksh 8,000 oo mushaar bille ah laga bilaabo Janaayo.",PSA,original_baseline_dataset
54,Education,All TVET students to get free laptops under new digital literacy program.,xxx,Jopuonjre duto mag TVET biro yudo laptop maonge chudo e bwo chenro manyien mar somo kod ndiko.,Dhamaan ardayda TVET waxay helayaan laptops bilaash ah barnaamijka cusub ee akhriska digitalka.,PSA,original_baseline_dataset
55,Education,"All TVET trainees to get Ksh 7,000 monthly stipend starting January.","Wanafunzi wote wa TVET watapata posho ya Ksh 7,000 kila mwezi kuanzia Januari.","Jopuonjre duto mag TVET biro yudo Ksh 7,000 dwe ka dwe chakre Januar.","Dhammaan tababarayaasha TVET waxay heli doonaan Ksh 7,000 oo mushahar bille ah laga bilaabo Janaayo.",PSA,original_baseline_dataset
56,Education,All universities must host voter registration centers – IEBC order.,Vyuo vikuu vyote lazima viwe na vituo vya usajili wa wapiga kura '¢'¬â€œ agizo la IEBC.,Yunivasiti duto nyaka bed gi kuonde ma ji nyalo ndikoe joma dhi e yiero kaluwore gi chik mar IEBC.,Dhammaan jaamacadaha waa inay martigeliyaan xarumaha diiwaangelinta codbixiyayaasha amarka IEBC.,PSA,original_baseline_dataset
57,Education,All university students get free 50GB data bundle – activate with .ac.ke email now!,Wanafunzi wote wa vyuo vikuu wanapata kifurushi cha data cha 50GB bila malipo '¢'¬â€œ anzisha kwa barua pepe ya .ac.ke sasa!,Jopuonjre duto mag yunivasiti yudo bundle mar data mar 50GB ma onge chudo tiyo gi .ac.ke e-mail sani!,Dhamaan ardayda jaamacadaha ah waxay helayaan 50GB oo lacag la'aan ah oo xog ah oo ay ku shaqeynayaan emaylka .ac.ke hadda!,PSA,original_baseline_dataset
58,Education,Anti-bullying week starts Monday – report via 0800721524 or school counselor!,Wiki ya kupambana na uonevu inaanza Jumatatu '¢'¬â€œ ripoti kupitia 0800721524 au mshauri wa shule!,Juma mar kedo gi timbe gero chakore Tich Ariyo. Riwri gi laktar mar skul e 0800721524!,Toddobaadka ka hortagga dhibaatadu wuxuu bilaabmayaa Isniinta. Warbixinta telefoonka 0800721524 ama lataliyaha dugsiga!,PSA,original_baseline_dataset
59,Education,App features logic games based on civic themes,Programu inaangazia michezo ya mantiki kulingana na mada za kiraia,App oting'o tuke mag paro motenore kuom weche mag dak mar oganda,Barnaamijku wuxuu ka kooban yahay ciyaaro macquul ah oo ku saleysan mawduucyada rayidka ah,PSA,original_baseline_dataset
60,Education,App gives points for learning and reporting,Programu inatoa pointi za kujifunza na kuripoti,App chiwo points kuom puonjruok kod chiwo ripot,App waxay bixisaa dhibco waxbarasho iyo warbixinta,PSA,original_baseline_dataset
61,Education,Apply for bursaries for needy students 2022.,Tuma maombi ya ufadhili kwa wanafunzi wenye uhitaji 2022.,Lend ne jopuonjre modhier e higa mar 2022.,Ku dadaal inaad haysato arday baahan sanadka 2022,PSA,original_baseline_dataset
62,Education,Apply for TVET bursaries by March 15 via HELB portal.,Tuma maombi ya ufadhili wa TVET ifikapo Machi 15 kupitia lango la HELB.,Inyalo kwayo mondo oyud bursari mag TVET e dwe mar adek tarik 15 kokalo e HELB portal.,Codso deeq waxbarasho oo TVET ah 15-ka Maarso adoo adeegsanaya bogga HELB.,PSA,original_baseline_dataset
63,Education,Apply for TVET bursaries by March 15 via HELB.,Tuma maombi ya ufadhili wa TVET ifikapo Machi 15 kupitia HELB.,Inyalo kwayo mondo omiyi bursari mar TVET e dwe mar Mach 15 kokalo kuom HELB.,Codso deeqaha waxbarasho ee TVET ilaa 15-ka Maarso iyada oo loo marayo HELB.,PSA,original_baseline_dataset
64,Education,"Apply for TVET bursaries via HELB portal by March 15, 2025.","Tuma maombi ya ufadhili wa TVET ifikapo Machi 15, 2025.","Tim kwayo mar bursary mag TVET kokalo kuom HELB portal e dwe mar Mach 15, 2025.",Codso deeqaha deeqda waxbarasho ee TVET adoo adeegsanaya bogga HELB 15-ka Maarso 2025.,PSA,original_baseline_dataset
65,Education,Apply TVET bursaries by March 15.,Tuma maombi ya ufadhili wa TVET ifikapo Machi 15.,Tiuru gi bursari mag TVET e dwe mar Mach 15.,Codso deeqaha waxbarasho ee TVET 15-ka Maarso.,PSA,original_baseline_dataset
66,Education,Artists depict stories of civic justice,Wasanii wanaonyesha hadithi za haki ya kiraia,Jothum nyiso sigendini mag timbe makare mag oganda,Fannaaniintu waxay soo bandhigaan sheekooyin ku saabsan caddaaladda rayidka ah,PSA,original_baseline_dataset
67,Education,Assess school performance 2025.,Tathmini utendaji wa shule 2025.,Nonuru dongruok mosetim e skul e higa mar 2025.,Qiimaynta waxqabadka dugsiga 2025.,PSA,original_baseline_dataset
68,Education,Assess teacher performance via TPAD 2025.,Tathmini utendaji wa walimu kupitia TPAD 2025.,Non kaka jopuonj timo kokalo kuom TPAD 2025.,Qiimeynta waxqabadka macalimiinta iyada oo loo marayo TPAD 2025.,PSA,original_baseline_dataset
69,Education,Assess vocational outcomes 2025.,Tathmini matokeo ya ufundi 2025.,Nono gik ma biro timore ne joma dwaro somo e skul e higa mar 2025.,Qiimaynta natiijooyinka xirfadaha sanadka 2025.,PSA,original_baseline_dataset
70,Education,Attend CBC forum Feb 20 at county hall.,Hudhuria jukwaa la CBC Februari 20 katika ukumbi wa kaunti.,Dhi e romo mar CBC Feb 20 e od bura mar kaunti.,Ka qeyb gal forumka CBC 20-ka Febraayo ee Hoolka Gobolka.,PSA,original_baseline_dataset
